Player,Salary,Season,PTS,AST,REB,TOV,IntegrationMethod,Source
willie warren,500000.0,2011,37.0,27.0,12.0,8.0,Exact,both
samardo samuels,500000.0,2011,288.0,17.0,158.0,53.0,Exact,both
damien wilkins,482478.0,2011,180.0,41.0,90.0,21.0,Exact,both
sherron collins,473604.0,2011,17.0,8.0,5.0,4.0,Exact,both
jeremy lin,473604.0,2011,76.0,42.0,34.0,18.0,Exact,both
landry fields,473604.0,2011,797.0,155.0,521.0,107.0,Exact,both
ish smith,473604.0,2011,74.0,64.0,42.0,26.0,Exact,both
ish smith,473604.0,2011,101.0,79.0,47.0,34.0,Exact,both
ish smith,473604.0,2011,27.0,15.0,5.0,8.0,Exact,both
hamady ndiaye,473604.0,2011,14.0,0.0,7.0,3.0,Exact,both
pooh jeter,473604.0,2011,255.0,162.0,70.0,51.0,Exact,both
garret siler,473604.0,2011,45.0,3.0,28.0,10.0,Exact,both
gani lawal,473604.0,2011,0.0,0.0,0.0,0.0,Exact,both
armon johnson,473604.0,2011,110.0,45.0,36.0,38.0,Exact,both
derrick caracter,473604.0,2011,81.0,7.0,43.0,19.0,Exact,both
gary forbes,473604.0,2011,326.0,49.0,116.0,46.0,Exact,both
ben uzoh,473604.0,2011,158.0,69.0,61.0,25.0,Exact,both
manny harris,473604.0,2011,321.0,85.0,140.0,63.0,Exact,both
devin ebanks,473604.0,2011,62.0,2.0,27.0,6.0,Exact,both
luke harangody,473604.0,2011,193.0,30.0,143.0,16.0,Exact,both
luke harangody,473604.0,2011,130.0,20.0,88.0,11.0,Exact,both
luke harangody,473604.0,2011,63.0,10.0,55.0,5.0,Exact,both
semih erden,473604.0,2011,13.0,1.0,11.0,2.0,Exact,both
semih erden,473604.0,2011,163.0,20.0,118.0,34.0,Exact,both
semih erden,473604.0,2011,150.0,19.0,107.0,32.0,Exact,both
jeremy evans,473604.0,2011,178.0,24.0,97.0,19.0,Exact,both
pape sy,473604.0,2011,7.0,2.0,3.0,3.0,Exact,both
dexter pittman,473604.0,2011,2.0,0.0,3.0,2.0,Exact,both
peja stojakovic,402065.0,2011,20.0,1.0,3.0,2.0,Exact,both
peja stojakovic,402065.0,2011,45.0,6.0,6.0,4.0,Exact,both
peja stojakovic,402065.0,2011,280.0,29.0,75.0,17.0,Exact,both
peja stojakovic,402065.0,2011,215.0,22.0,66.0,11.0,Exact,both
steve novak,306575.0,2011,104.0,3.0,28.0,4.0,Exact,both
steve novak,306575.0,2011,93.0,3.0,23.0,4.0,Exact,both
steve novak,306575.0,2011,11.0,0.0,5.0,0.0,Exact,both
mustafa shakur,226162.0,2011,51.0,25.0,22.0,18.0,Exact,both
jared jeffries,221136.0,2011,74.0,36.0,116.0,21.0,Exact,both
jared jeffries,221136.0,2011,47.0,25.0,81.0,17.0,Exact,both
jared jeffries,221136.0,2011,27.0,11.0,35.0,4.0,Exact,both
mike bibby,216110.0,2011,688.0,265.0,195.0,101.0,Exact,both
mike bibby,216110.0,2011,160.0,55.0,49.0,32.0,Exact,both
mike bibby,216110.0,2011,2.0,8.0,3.0,1.0,Exact,both
mike bibby,216110.0,2011,526.0,202.0,143.0,68.0,Exact,both
troy murphy,216110.0,2011,109.0,23.0,113.0,20.0,Exact,both
troy murphy,216110.0,2011,44.0,6.0,38.0,7.0,Exact,both
troy murphy,216110.0,2011,65.0,17.0,75.0,13.0,Exact,both
dominic mcguire,211084.0,2011,174.0,43.0,199.0,25.0,Exact,both
sasha pavlovic,211084.0,2011,76.0,16.0,32.0,12.0,Exact,both
sasha pavlovic,211084.0,2011,31.0,3.0,14.0,6.0,Exact,both
sasha pavlovic,211084.0,2011,4.0,6.0,6.0,1.0,Exact,both
sasha pavlovic,211084.0,2011,41.0,7.0,12.0,5.0,Exact,both
rasual butler,211084.0,2011,222.0,27.0,77.0,24.0,Exact,both
rasual butler,211084.0,2011,16.0,0.0,1.0,2.0,Exact,both
rasual butler,211084.0,2011,206.0,27.0,76.0,22.0,Exact,both
al thornton,211084.0,2011,524.0,62.0,213.0,64.0,Exact,both
al thornton,211084.0,2011,131.0,11.0,57.0,20.0,Exact,both
al thornton,211084.0,2011,393.0,51.0,156.0,44.0,Exact,both
leon powe,201033.0,2011,88.0,5.0,25.0,7.0,Exact,both
leon powe,201033.0,2011,70.0,2.0,38.0,5.0,Exact,both
leon powe,201033.0,2011,158.0,7.0,63.0,12.0,Exact,both
carlos arroyo,196007.0,2011,310.0,125.0,103.0,60.0,Exact,both
carlos arroyo,196007.0,2011,36.0,25.0,23.0,17.0,Exact,both
carlos arroyo,196007.0,2011,274.0,100.0,80.0,43.0,Exact,both
zabian dowdell,186656.0,2011,121.0,51.0,20.0,29.0,Exact,both
jeff adrien,133723.0,2011,57.0,10.0,58.0,9.0,Exact,both
john lucas iii,130165.0,2011,2.0,1.0,0.0,0.0,Exact,both
danny green,130022.0,2011,41.0,2.0,15.0,5.0,Exact,both
sundiata gaines,112088.0,2011,111.0,42.0,38.0,27.0,Exact,both
sundiata gaines,112088.0,2011,55.0,25.0,24.0,13.0,Exact,both
sundiata gaines,112088.0,2011,35.0,11.0,8.0,8.0,Exact,both
sundiata gaines,112088.0,2011,21.0,6.0,6.0,6.0,Exact,both
chris johnson,88363.0,2011,33.0,3.0,32.0,10.0,Exact,both
chris johnson,88363.0,2011,27.0,2.0,27.0,8.0,Exact,both
chris johnson,88363.0,2011,6.0,1.0,5.0,2.0,Exact,both
garrett temple,80703.0,2011,57.0,32.0,23.0,23.0,Exact,both
garrett temple,80703.0,2011,38.0,24.0,15.0,20.0,Exact,both
garrett temple,80703.0,2011,17.0,6.0,6.0,2.0,Exact,both
garrett temple,80703.0,2011,2.0,2.0,2.0,1.0,Exact,both
othyus jeffers,35868.0,2011,91.0,19.0,65.0,13.0,Exact,both
othyus jeffers,35868.0,2011,2.0,1.0,2.0,1.0,Exact,both
othyus jeffers,35868.0,2011,93.0,20.0,67.0,14.0,Exact,both
marcus cousin,25000.0,2011,4.0,0.0,3.0,1.0,Exact,both
larry owens,22287.0,2011,40.0,8.0,15.0,5.0,Exact,both
larry owens,22287.0,2011,31.0,7.0,11.0,5.0,Exact,both
larry owens,22287.0,2011,9.0,1.0,4.0,0.0,Exact,both
mario west,20103.0,2011,22.0,10.0,11.0,2.0,Exact,both
earl barron,11679.0,2011,79.0,11.0,76.0,16.0,Exact,both
earl barron,11679.0,2011,7.0,3.0,14.0,3.0,Exact,both
earl barron,11679.0,2011,36.0,4.0,22.0,2.0,Exact,both
earl barron,11679.0,2011,36.0,4.0,40.0,11.0,Exact,both
trey johnson,8967.0,2011,34.0,11.0,7.0,5.0,Exact,both
trey johnson,8967.0,2011,6.0,0.0,0.0,0.0,Exact,both
trey johnson,8967.0,2011,28.0,11.0,7.0,5.0,Exact,both
kobe bryant,25244493.0,2012,1616.0,264.0,313.0,204.0,Exact,both
kevin garnett,21247044.0,2012,947.0,175.0,494.0,107.0,Exact,both
tim duncan,21164619.0,2012,895.0,132.0,520.0,97.0,Exact,both
rashard lewis,21136631.0,2012,217.0,27.0,109.0,32.0,Exact,both
dirk nowitzki,19092873.0,2012,1342.0,136.0,418.0,117.0,Exact,both
pau gasol,18714150.0,2012,1129.0,237.0,678.0,142.0,Exact,both
carmelo anthony,18518574.0,2012,1245.0,200.0,344.0,144.0,Exact,both
amar'e stoudemire,18217705.0,2012,823.0,52.0,367.0,112.0,Exact,both
elton brand,18160355.0,2012,659.0,97.0,429.0,65.0,Exact,both
dwight howard,18091770.0,2012,1113.0,104.0,785.0,175.0,Exact,both
joe johnson,18038573.0,2012,1129.0,232.0,221.0,116.0,Exact,both
chris bosh,17545000.0,2012,1025.0,103.0,452.0,117.0,Exact,both
lebron james,17545000.0,2012,1683.0,387.0,492.0,213.0,Exact,both
chris paul,16359805.0,2012,1189.0,543.0,213.0,124.0,Exact,both
deron williams,16359805.0,2012,1154.0,481.0,183.0,219.0,Exact,both
dwyane wade,15691000.0,2012,1082.0,225.0,237.0,129.0,Exact,both
kevin durant,15506632.0,2012,1850.0,231.0,527.0,248.0,Exact,both
paul pierce,15333334.0,2012,1181.0,274.0,317.0,173.0,Exact,both
zach randolph,15200000.0,2012,324.0,48.0,225.0,40.0,Exact,both
antawn jamison,15076715.0,2012,1118.0,131.0,408.0,90.0,Exact,both
rudy gay,15032144.0,2012,1232.0,147.0,417.0,161.0,Exact,both
al jefferson,15000000.0,2012,1170.0,134.0,585.0,62.0,Exact,both
andrew bynum,14900000.0,2012,1123.0,85.0,709.0,152.0,Exact,both
andre iguodala,14718250.0,2012,771.0,339.0,381.0,115.0,Exact,both
manu ginobili,14107492.0,2012,440.0,151.0,116.0,64.0,Exact,both
chris kaman,14030000.0,2012,616.0,101.0,364.0,129.0,Exact,both
lamarcus aldridge,14000000.0,2012,1191.0,134.0,442.0,111.0,Exact,both
carlos boozer,13500000.0,2012,991.0,125.0,564.0,115.0,Exact,both
tyson chandler,13107837.0,2012,699.0,56.0,612.0,102.0,Exact,both
marc gasol,12922194.0,2012,952.0,204.0,579.0,121.0,Exact,both
emeka okafor,12642500.0,2012,266.0,24.0,213.0,37.0,Exact,both
tony parker,12500000.0,2012,1095.0,463.0,171.0,153.0,Exact,both
al horford,12498483.0,2012,136.0,24.0,77.0,16.0,Exact,both
josh smith,12400000.0,2012,1239.0,257.0,632.0,164.0,Exact,both
luol deng,12325000.0,2012,828.0,157.0,350.0,96.0,Exact,both
danny granger,12015904.0,2012,1159.0,109.0,307.0,110.0,Exact,both
joakim noah,12000000.0,2012,652.0,160.0,629.0,92.0,Exact,both
andrew bogut,12000000.0,2012,136.0,31.0,100.0,24.0,Exact,both
steve nash,11689062.0,2012,772.0,664.0,186.0,229.0,Exact,both
david lee,11610000.0,2012,1147.0,162.0,545.0,149.0,Exact,both
ben gordon,11600000.0,2012,648.0,127.0,121.0,115.0,Exact,both
kevin martin,11519840.0,2012,682.0,110.0,106.0,70.0,Exact,both
marcus camby,11227250.0,2012,152.0,75.0,354.0,47.0,Exact,both
marcus camby,11227250.0,2012,135.0,32.0,176.0,10.0,Exact,both
marcus camby,11227250.0,2012,287.0,107.0,530.0,57.0,Exact,both
jason terry,11158000.0,2012,950.0,226.0,149.0,127.0,Exact,both
hedo turkoglu,11015850.0,2012,576.0,233.0,199.0,142.0,Exact,both
monta ellis,11000000.0,2012,811.0,223.0,127.0,123.0,Exact,both
monta ellis,11000000.0,2012,370.0,123.0,73.0,54.0,Exact,both
monta ellis,11000000.0,2012,1181.0,346.0,200.0,177.0,Exact,both
mehmet okur,10890000.0,2012,130.0,30.0,81.0,25.0,Exact,both
jose calderon,10561982.0,2012,555.0,468.0,160.0,104.0,Exact,both
corey maggette,10262069.0,2012,480.0,39.0,125.0,59.0,Exact,both
jason kidd,10121000.0,2012,299.0,264.0,198.0,91.0,Exact,both
deandre jordan,10079404.0,2012,486.0,17.0,546.0,74.0,Exact,both
rajon rondo,10045454.0,2012,630.0,620.0,257.0,193.0,Exact,both
andrea bargnani,10000000.0,2012,603.0,61.0,172.0,69.0,Exact,both
ray allen,10000000.0,2012,655.0,109.0,142.0,68.0,Exact,both
david west,10000000.0,2012,842.0,140.0,433.0,93.0,Exact,both
gerald wallace,9500000.0,2012,557.0,115.0,277.0,84.0,Exact,both
gerald wallace,9500000.0,2012,243.0,49.0,109.0,27.0,Exact,both
gerald wallace,9500000.0,2012,800.0,164.0,386.0,111.0,Exact,both
devin harris,9319000.0,2012,715.0,316.0,112.0,122.0,Exact,both
richard jefferson,9282000.0,2012,379.0,55.0,143.0,32.0,Exact,both
richard jefferson,9282000.0,2012,199.0,33.0,76.0,18.0,Exact,both
richard jefferson,9282000.0,2012,578.0,88.0,219.0,50.0,Exact,both
andris biedrins,9000000.0,2012,79.0,16.0,176.0,14.0,Exact,both
lamar odom,8900000.0,2012,332.0,83.0,208.0,52.0,Exact,both
paul millsap,8603633.0,2012,1061.0,150.0,563.0,112.0,Exact,both
jameer nelson,8600000.0,2012,676.0,325.0,181.0,135.0,Exact,both
luis scola,8591793.0,2012,1025.0,140.0,428.0,153.0,Exact,both
carl landry,8500000.0,2012,511.0,38.0,214.0,64.0,Exact,both
rodney stuckey,8500000.0,2012,812.0,210.0,142.0,106.0,Exact,both
mo williams,8500000.0,2012,685.0,160.0,99.0,86.0,Exact,both
john salmons,8083000.0,2012,344.0,93.0,134.0,45.0,Exact,both
thaddeus young,8039130.0,2012,808.0,74.0,325.0,55.0,Exact,both
shawn marion,8022449.0,2012,670.0,132.0,465.0,98.0,Exact,both
caron butler,8000000.0,2012,753.0,78.0,230.0,77.0,Exact,both
kris humphries,8000000.0,2012,855.0,90.0,681.0,119.0,Exact,both
kirk hinrich,8000000.0,2012,316.0,132.0,101.0,58.0,Exact,both
andre miller,7807728.0,2012,639.0,441.0,221.0,177.0,Exact,both
arron afflalo,7750000.0,2012,943.0,149.0,197.0,85.0,Exact,both
anderson varejao,7700000.0,2012,271.0,43.0,287.0,45.0,Exact,both
brendan haywood,7624500.0,2012,281.0,19.0,324.0,46.0,Exact,both
leandro barbosa,7600000.0,2012,708.0,96.0,128.0,94.0,Exact,both
leandro barbosa,7600000.0,2012,512.0,63.0,79.0,68.0,Exact,both
leandro barbosa,7600000.0,2012,196.0,33.0,49.0,26.0,Exact,both
raymond felton,7560000.0,2012,684.0,390.0,149.0,170.0,Exact,both
charlie villanueva,7540000.0,2012,91.0,6.0,48.0,7.0,Exact,both
marcus thornton,7525000.0,2012,952.0,98.0,188.0,84.0,Exact,both
marvin williams,7500000.0,2012,579.0,71.0,294.0,39.0,Exact,both
tyrus thomas,7305785.0,2012,304.0,35.0,200.0,53.0,Exact,both
marcin gortat,7258960.0,2012,1017.0,59.0,659.0,90.0,Exact,both
kendrick perkins,7123626.0,2012,329.0,78.0,426.0,118.0,Exact,both
samuel dalembert,7000000.0,2012,490.0,33.0,456.0,82.0,Exact,both
derrick rose,6993708.0,2012,852.0,307.0,131.0,119.0,Exact,both
beno udrih,6925400.0,2012,348.0,227.0,102.0,77.0,Exact,both
desagana diop,6925400.0,2012,31.0,23.0,85.0,19.0,Exact,both
trevor ariza,6790640.0,2012,444.0,135.0,215.0,76.0,Exact,both
metta world peace,6790640.0,2012,493.0,140.0,218.0,69.0,Exact,both
kwame brown,6750000.0,2012,57.0,4.0,57.0,14.0,Exact,both
jj redick,6750000.0,2012,751.0,164.0,150.0,68.0,Exact,both
andres nocioni,6650000.0,2012,17.0,1.0,14.0,5.0,Exact,both
mike conley,6611571.0,2012,788.0,404.0,156.0,125.0,Exact,both
wesley matthews,6505320.0,2012,904.0,113.0,224.0,73.0,Exact,both
grant hill,6500000.0,2012,499.0,107.0,171.0,65.0,Exact,both
josh childress,6500000.0,2012,100.0,34.0,95.0,9.0,Exact,both
andray blatche,6442083.0,2012,221.0,28.0,150.0,37.0,Exact,both
glen davis,6300000.0,2012,566.0,47.0,331.0,75.0,Exact,both
tayshaun prince,6292135.0,2012,798.0,153.0,281.0,74.0,Exact,both
michael beasley,6262347.0,2012,541.0,45.0,207.0,80.0,Exact,both
drew gooden,6226200.0,2012,766.0,144.0,363.0,109.0,Exact,both
al harrington,6226200.0,2012,910.0,88.0,390.0,112.0,Exact,both
jermaine o'neal,6226200.0,2012,125.0,10.0,135.0,21.0,Exact,both
francisco garcia,6100000.0,2012,234.0,31.0,99.0,22.0,Exact,both
amir johnson,6000000.0,2012,452.0,79.0,408.0,94.0,Exact,both
channing frye,6000000.0,2012,674.0,88.0,379.0,63.0,Exact,both
luke walton,5971363.0,2012,55.0,35.0,49.0,27.0,Exact,both
luke walton,5971363.0,2012,12.0,5.0,14.0,2.0,Exact,both
luke walton,5971363.0,2012,43.0,30.0,35.0,25.0,Exact,both
kyle lowry,5750000.0,2012,670.0,310.0,213.0,130.0,Exact,both
blake griffin,5731080.0,2012,1368.0,210.0,717.0,150.0,Exact,both
o.j. mayo,5632637.0,2012,833.0,169.0,210.0,124.0,Exact,both
john wall,5530080.0,2012,1076.0,530.0,300.0,255.0,Exact,both
wilson chandler,5516664.0,2012,75.0,17.0,41.0,18.0,Exact,both
chuck hayes,5486250.0,2012,172.0,77.0,234.0,50.0,Exact,both
mike miller,5400000.0,2012,237.0,42.0,128.0,30.0,Exact,both
jason richardson,5395000.0,2012,629.0,107.0,194.0,60.0,Exact,both
evan turner,5293080.0,2012,610.0,180.0,376.0,105.0,Exact,both
martell webster,5256000.0,2012,324.0,40.0,168.0,46.0,Exact,both
tyreke evans,5251825.0,2012,1037.0,283.0,289.0,171.0,Exact,both
lou williams,5176000.0,2012,956.0,221.0,155.0,71.0,Exact,both
kyrie irving,5144280.0,2012,944.0,275.0,191.0,160.0,Exact,both
hasheem thabeet,5127720.0,2012,29.0,0.0,35.0,8.0,Exact,both
hasheem thabeet,5127720.0,2012,35.0,0.0,42.0,8.0,Exact,both
hasheem thabeet,5127720.0,2012,6.0,0.0,7.0,0.0,Exact,both
russell westbrook,5082416.0,2012,1558.0,362.0,301.0,239.0,Exact,both
jason maxiell,5000000.0,2012,424.0,41.0,333.0,71.0,Exact,both
jamal crawford,5000000.0,2012,837.0,191.0,118.0,111.0,Exact,both
kyle korver,5000000.0,2012,529.0,112.0,159.0,53.0,Exact,both
luc mbah a moute,5000000.0,2012,333.0,29.0,227.0,39.0,Exact,both
richard hamilton,5000000.0,2012,326.0,84.0,66.0,49.0,Exact,both
jarrett jack,5000000.0,2012,700.0,285.0,176.0,106.0,Exact,both
darko milicic,4776500.0,2012,134.0,17.0,97.0,32.0,Exact,both
derrick favors,4753320.0,2012,570.0,43.0,425.0,103.0,Exact,both
brad miller,4752000.0,2012,35.0,24.0,19.0,12.0,Exact,both
zaza pachulia,4750000.0,2012,455.0,79.0,457.0,81.0,Exact,both
ronnie brewer,4710000.0,2012,455.0,137.0,231.0,59.0,Exact,both
kevin love,4609701.0,2012,1432.0,111.0,734.0,128.0,Exact,both
james harden,4604760.0,2012,1044.0,229.0,252.0,137.0,Exact,both
derrick williams,4602720.0,2012,583.0,38.0,311.0,77.0,Exact,both
linas kleiza,4600000.0,2012,473.0,46.0,199.0,64.0,Exact,both
nikola pekovic,4503600.0,2012,651.0,31.0,346.0,87.0,Exact,both
jonas jerebko,4500000.0,2012,556.0,43.0,308.0,66.0,Exact,both
daniel gibson,4403834.0,2012,263.0,76.0,101.0,45.0,Exact,both
j.j. barea,4300000.0,2012,463.0,232.0,114.0,103.0,Exact,both
ramon sessions,4257973.0,2012,430.0,212.0,127.0,82.0,Exact,both
ramon sessions,4257973.0,2012,291.0,142.0,87.0,59.0,Exact,both
ramon sessions,4257973.0,2012,721.0,354.0,214.0,141.0,Exact,both
randy foye,4250000.0,2012,712.0,146.0,138.0,73.0,Exact,both
jared dudley,4250000.0,2012,823.0,112.0,301.0,72.0,Exact,both
brandon bass,4250000.0,2012,738.0,55.0,365.0,65.0,Exact,both
chris andersen,4234000.0,2012,168.0,6.0,148.0,17.0,Exact,both
danilo gallinari,4190182.0,2012,628.0,116.0,202.0,68.0,Exact,both
udonis haslem,4060000.0,2012,385.0,42.0,470.0,60.0,Exact,both
spencer hawes,4051024.0,2012,355.0,98.0,270.0,55.0,Exact,both
wesley johnson,4006080.0,2012,393.0,59.0,177.0,60.0,Exact,both
mario chalmers,4000000.0,2012,627.0,222.0,171.0,142.0,Exact,both
jordan farmar,4000000.0,2012,406.0,129.0,61.0,68.0,Exact,both
anthony morrow,4000000.0,2012,747.0,61.0,127.0,70.0,Exact,both
hakim warrick,4000000.0,2012,225.0,30.0,92.0,36.0,Exact,both
steve blake,4000000.0,2012,276.0,175.0,85.0,72.0,Exact,both
ryan gomes,4000000.0,2012,74.0,12.0,61.0,15.0,Exact,both
tiago splitter,3944000.0,2012,549.0,65.0,306.0,87.0,Exact,both
matt carroll,3900000.0,2012,142.0,38.0,58.0,24.0,Exact,both
demarcus cousins,3880800.0,2012,1160.0,102.0,703.0,170.0,Exact,both
eric gordon,3831184.0,2012,185.0,31.0,25.0,24.0,Exact,both
dorell wright,3823000.0,2012,629.0,94.0,278.0,51.0,Exact,both
nazr mohammed,3750000.0,2012,171.0,14.0,170.0,26.0,Exact,both
mike dunleavy,3750000.0,2012,677.0,117.0,204.0,58.0,Exact,both
tristan thompson,3726600.0,2012,494.0,27.0,389.0,81.0,Exact,both
joel anthony,3700000.0,2012,219.0,9.0,250.0,45.0,Exact,both
nick young,3695857.0,2012,665.0,46.0,97.0,59.0,Exact,both
nick young,3695857.0,2012,879.0,56.0,133.0,83.0,Exact,both
nick young,3695857.0,2012,214.0,10.0,36.0,24.0,Exact,both
luke ridnour,3680000.0,2012,639.0,252.0,141.0,96.0,Exact,both
matt bonner,3630000.0,2012,429.0,61.0,214.0,14.0,Exact,both
shannon brown,3500000.0,2012,650.0,69.0,157.0,64.0,Exact,both
carlos delfino,3500000.0,2012,488.0,123.0,208.0,66.0,Exact,both
shaun livingston,3500000.0,2012,318.0,122.0,123.0,66.0,Exact,both
ricky rubio,3480120.0,2012,436.0,336.0,171.0,131.0,Exact,both
raja bell,3480000.0,2012,217.0,38.0,49.0,21.0,Exact,both
jonny flynn,3414720.0,2012,37.0,28.0,8.0,9.0,Exact,both
jonny flynn,3414720.0,2012,94.0,68.0,31.0,27.0,Exact,both
jonny flynn,3414720.0,2012,131.0,96.0,39.0,36.0,Exact,both
c.j. watson,3400000.0,2012,474.0,200.0,105.0,97.0,Exact,both
marco belinelli,3377604.0,2012,780.0,101.0,172.0,69.0,Exact,both
demar derozan,3344250.0,2012,1054.0,128.0,211.0,123.0,Exact,both
timofey mozgov,3343896.0,2012,239.0,22.0,179.0,53.0,Exact,both
daequan cook,3341558.0,2012,311.0,15.0,122.0,16.0,Exact,both
thabo sefolosha,3300000.0,2012,203.0,47.0,128.0,40.0,Exact,both
ekpe udoh,3294960.0,2012,210.0,31.0,147.0,35.0,Exact,both
ekpe udoh,3294960.0,2012,130.0,26.0,107.0,18.0,Exact,both
ekpe udoh,3294960.0,2012,340.0,57.0,254.0,53.0,Exact,both
nick collison,3272997.0,2012,284.0,82.0,274.0,61.0,Exact,both
chris duhon,3250000.0,2012,237.0,151.0,102.0,81.0,Exact,both
will bynum,3250000.0,2012,204.0,66.0,56.0,54.0,Exact,both
johan petro,3250000.0,2012,250.0,45.0,224.0,38.0,Exact,both
d.j. augustin,3236470.0,2012,532.0,307.0,109.0,110.0,Exact,both
tony allen,3150000.0,2012,568.0,79.0,233.0,94.0,Exact,both
shawne williams,3135000.0,2012,113.0,16.0,68.0,13.0,Exact,both
shane battier,3135000.0,2012,311.0,82.0,156.0,37.0,Exact,both
stephen curry,3117120.0,2012,383.0,138.0,88.0,65.0,Exact,both
brook lopez,3076983.0,2012,96.0,6.0,18.0,6.0,Exact,both
jan vesely,3065040.0,2012,267.0,47.0,249.0,60.0,Exact,both
corey brewer,3059000.0,2012,525.0,88.0,150.0,56.0,Exact,both
jerryd bayless,3042280.0,2012,353.0,118.0,66.0,53.0,Exact,both
greg monroe,3007920.0,2012,1015.0,152.0,637.0,161.0,Exact,both
jason thompson,3001284.0,2012,583.0,79.0,443.0,68.0,Exact,both
travis outlaw,3000000.0,2012,167.0,16.0,61.0,20.0,Exact,both
jeff foster,3000000.0,2012,25.0,4.0,42.0,7.0,Exact,both
josh mcroberts,3000000.0,2012,138.0,51.0,171.0,31.0,Exact,both
chris wilcox,3000000.0,2012,152.0,12.0,122.0,30.0,Exact,both
vince carter,3000000.0,2012,615.0,139.0,205.0,84.0,Exact,both
brandon rush,2956658.0,2012,634.0,88.0,251.0,68.0,Exact,both
anthony randolph,2911231.0,2012,252.0,19.0,123.0,40.0,Exact,both
robin lopez,2862602.0,2012,348.0,20.0,209.0,43.0,Exact,both
jordan hill,2855760.0,2012,161.0,14.0,155.0,24.0,Exact,both
jordan hill,2855760.0,2012,33.0,2.0,31.0,7.0,Exact,both
jordan hill,2855760.0,2012,194.0,16.0,186.0,31.0,Exact,both
james johnson,2812006.0,2012,566.0,122.0,292.0,101.0,Exact,both
bismack biyombo,2798040.0,2012,327.0,27.0,368.0,71.0,Exact,both
lou amundson,2763450.0,2012,213.0,14.0,222.0,45.0,Exact,both
al-farouq aminu,2755560.0,2012,399.0,66.0,308.0,91.0,Exact,both
eduardo najera,2750000.0,2012,58.0,12.0,50.0,7.0,Exact,both
marreese speights,2721255.0,2012,526.0,48.0,374.0,74.0,Exact,both
gordon hayward,2709720.0,2012,782.0,207.0,230.0,109.0,Exact,both
dahntay jones,2700000.0,2012,346.0,63.0,117.0,46.0,Exact,both
jrue holiday,2674852.0,2012,879.0,290.0,212.0,135.0,Exact,both
roy hibbert,2588590.0,2012,834.0,108.0,572.0,128.0,Exact,both
brandon knight,2563320.0,2012,847.0,251.0,211.0,171.0,Exact,both
ersan ilyasova,2541000.0,2012,782.0,71.0,529.0,76.0,Exact,both
kenyon martin,2500000.0,2012,217.0,18.0,181.0,32.0,Exact,both
aaron gray,2500000.0,2012,191.0,27.0,281.0,51.0,Exact,both
reggie williams,2500000.0,2012,274.0,60.0,93.0,33.0,Exact,both
jason smith,2500000.0,2012,396.0,34.0,196.0,40.0,Exact,both
deshawn stevenson,2500000.0,2012,148.0,41.0,101.0,19.0,Exact,both
brandon jennings,2493720.0,2012,1260.0,365.0,226.0,146.0,Exact,both
javale mcgee,2462400.0,2012,205.0,6.0,115.0,19.0,Exact,both
javale mcgee,2462400.0,2012,691.0,31.0,477.0,87.0,Exact,both
javale mcgee,2462400.0,2012,486.0,25.0,362.0,68.0,Exact,both
quentin richardson,2446200.0,2012,215.0,38.0,123.0,29.0,Exact,both
paul george,2406240.0,2012,798.0,158.0,370.0,117.0,Exact,both
kemba walker,2356320.0,2012,799.0,289.0,234.0,119.0,Exact,both
jj hickson,2354537.0,2012,452.0,45.0,335.0,70.0,Exact,both
jj hickson,2354537.0,2012,165.0,22.0,177.0,39.0,Exact,both
jj hickson,2354537.0,2012,287.0,23.0,158.0,31.0,Exact,both
jimmer fredette,2339040.0,2012,462.0,108.0,73.0,67.0,Exact,both
jr smith,2338709.0,2012,436.0,84.0,136.0,46.0,Exact,both
derek fisher,2329545.0,2012,252.0,142.0,92.0,58.0,Exact,both
derek fisher,2329545.0,2012,98.0,28.0,29.0,15.0,Exact,both
derek fisher,2329545.0,2012,350.0,170.0,121.0,73.0,Exact,both
cole aldrich,2286000.0,2012,57.0,3.0,48.0,9.0,Exact,both
gerald henderson,2250600.0,2012,830.0,126.0,225.0,100.0,Exact,both
anthony parker,2250000.0,2012,367.0,120.0,138.0,50.0,Exact,both
keyon dooling,2246400.0,2012,182.0,51.0,39.0,34.0,Exact,both
ben wallace,2246400.0,2012,85.0,43.0,269.0,34.0,Exact,both
ryan anderson,2244601.0,2012,980.0,54.0,471.0,57.0,Exact,both
courtney lee,2225093.0,2012,660.0,88.0,159.0,64.0,Exact,both
ed davis,2207040.0,2012,415.0,60.0,438.0,67.0,Exact,both
kosta koufos,2203792.0,2012,263.0,15.0,258.0,33.0,Exact,both
rudy fernandez,2180443.0,2012,268.0,75.0,65.0,40.0,Exact,both
xavier henry,2171640.0,2012,239.0,35.0,106.0,35.0,Exact,both
nicolas batum,2155365.0,2012,818.0,84.0,271.0,90.0,Exact,both
josh howard,2150000.0,2012,372.0,50.0,158.0,53.0,Exact,both
tyler hansbrough,2138040.0,2012,614.0,30.0,290.0,65.0,Exact,both
klay thompson,2126520.0,2012,826.0,133.0,161.0,103.0,Exact,both
alec burks,2111160.0,2012,425.0,55.0,132.0,51.0,Exact,both
goran dragic,2108000.0,2012,775.0,351.0,168.0,157.0,Exact,both
anthony tolliver,2050000.0,2012,208.0,22.0,153.0,35.0,Exact,both
markieff morris,2005560.0,2012,467.0,65.0,279.0,70.0,Exact,both
