Player,Salary,Season,PTS,AST,REB,TOV,IntegrationMethod,Source
chris silva,1849950.0,2021,30.0,6.0,25.0,9.0,Exact,both
matt thomas,1849950.0,2021,139.0,19.0,44.0,14.0,Exact,both
matt thomas,1849950.0,2021,68.0,10.0,23.0,8.0,Exact,both
matt thomas,1849950.0,2021,71.0,9.0,21.0,6.0,Exact,both
miye oni,1849950.0,2021,105.0,28.0,84.0,16.0,Exact,both
juwan morgan,1849950.0,2021,35.0,9.0,28.0,4.0,Exact,both
daniel gafford,1849950.0,2021,380.0,29.0,231.0,41.0,Exact,both
daniel gafford,1849950.0,2021,233.0,12.0,128.0,19.0,Exact,both
daniel gafford,1849950.0,2021,147.0,17.0,103.0,22.0,Exact,both
damian jones,1812540.0,2021,118.0,24.0,77.0,15.0,Exact,both
damian jones,1812540.0,2021,43.0,1.0,26.0,5.0,Exact,both
damian jones,1812540.0,2021,22.0,4.0,18.0,6.0,Exact,both
damian jones,1812540.0,2021,183.0,29.0,121.0,26.0,Exact,both
jae'sean tate,1761858.0,2021,794.0,178.0,374.0,98.0,Exact,both
daquan jeffries,1761858.0,2021,127.0,22.0,71.0,14.0,Exact,both
daquan jeffries,1761858.0,2021,64.0,16.0,42.0,6.0,Exact,both
daquan jeffries,1761858.0,2021,63.0,6.0,29.0,8.0,Exact,both
kelan martin,1761858.0,2021,157.0,17.0,78.0,16.0,Exact,both
paul watson,1761858.0,2021,111.0,17.0,45.0,9.0,Exact,both
xavier tillman,1584298.0,2021,390.0,75.0,256.0,45.0,Exact,both
tyrell terry,1571924.0,2021,11.0,6.0,6.0,2.0,Exact,both
oshae brissett,1530058.0,2021,229.0,18.0,115.0,10.0,Exact,both
moses brown,1523364.0,2021,370.0,10.0,383.0,43.0,Exact,both
sindarius thornwell,1506167.0,2021,41.0,21.0,18.0,7.0,Exact,both
sindarius thornwell,1506167.0,2021,24.0,17.0,13.0,3.0,Exact,both
sindarius thornwell,1506167.0,2021,17.0,4.0,5.0,4.0,Exact,both
ersan ilyasova,1455778.0,2021,65.0,4.0,29.0,8.0,Exact,both
glenn robinson iii,1420167.0,2021,121.0,20.0,45.0,11.0,Exact,both
khyri thomas,1293376.0,2021,82.0,25.0,18.0,6.0,Exact,both
norvel pelle,1236854.0,2021,20.0,2.0,19.0,3.0,Exact,both
norvel pelle,1236854.0,2021,11.0,1.0,11.0,0.0,Exact,both
norvel pelle,1236854.0,2021,3.0,1.0,1.0,0.0,Exact,both
norvel pelle,1236854.0,2021,6.0,0.0,7.0,3.0,Exact,both
nick richards,1218691.0,2021,15.0,2.0,11.0,3.0,Exact,both
lamar stevens,1218691.0,2021,165.0,25.0,96.0,23.0,Exact,both
jahmi'us ramsey,1218691.0,2021,40.0,6.0,10.0,3.0,Exact,both
juan toscano-anderson,1150399.0,2021,301.0,150.0,235.0,61.0,Exact,both
shaquille harrison,1115160.0,2021,73.0,25.0,48.0,11.0,Exact,both
shaquille harrison,1115160.0,2021,56.0,16.0,39.0,6.0,Exact,both
shaquille harrison,1115160.0,2021,17.0,9.0,9.0,5.0,Exact,both
chimezie metu,1110099.0,2021,226.0,28.0,112.0,29.0,Exact,both
deividas sirvydis,1094762.0,2021,41.0,5.0,29.0,5.0,Exact,both
kj martin,1094762.0,2021,419.0,48.0,242.0,38.0,Exact,both
daniel oturu,1094762.0,2021,54.0,10.0,48.0,9.0,Exact,both
jordan nwora,1094762.0,2021,171.0,7.0,60.0,24.0,Exact,both
sam merrill,1094762.0,2021,89.0,21.0,30.0,10.0,Exact,both
isaiah joe,1094762.0,2021,153.0,20.0,36.0,11.0,Exact,both
cj elleby,1094762.0,2021,68.0,10.0,32.0,5.0,Exact,both
tre jones,1094762.0,2021,94.0,39.0,21.0,13.0,Exact,both
elijah hughes,1094762.0,2021,31.0,6.0,9.0,6.0,Exact,both
anthony gill,1094762.0,2021,80.0,11.0,51.0,8.0,Exact,both
iman shumpert,978662.0,2021,2.0,0.0,1.0,1.0,Exact,both
theo pinson,977612.0,2021,2.0,1.0,5.0,1.0,Exact,both
yuta watanabe,899389.0,2021,218.0,40.0,159.0,19.0,Exact,both
tremont waters,868047.0,2021,99.0,62.0,21.0,27.0,Exact,both
frank jackson,852004.0,2021,390.0,36.0,86.0,34.0,Exact,both
rayjon tucker,845473.0,2021,34.0,6.0,11.0,4.0,Exact,both
tyler cook,844724.0,2021,154.0,15.0,93.0,20.0,Exact,both
tyler cook,844724.0,2021,2.0,2.0,2.0,1.0,Exact,both
tyler cook,844724.0,2021,156.0,17.0,95.0,21.0,Exact,both
garrison mathews,838523.0,2021,354.0,26.0,87.0,10.0,Exact,both
gabe vincent,805250.0,2021,242.0,67.0,56.0,34.0,Exact,both
tacko fall,796931.0,2021,47.0,3.0,52.0,6.0,Exact,both
max strus,788612.0,2021,236.0,24.0,41.0,8.0,Exact,both
alize johnson,757522.0,2021,94.0,14.0,90.0,9.0,Exact,both
anthony tolliver,749297.0,2021,17.0,2.0,10.0,3.0,Exact,both
paul reed,742339.0,2021,88.0,12.0,61.0,12.0,Exact,both
tim frazier,728123.0,2021,8.0,16.0,8.0,4.0,Exact,both
jordan bell,721913.0,2021,15.0,7.0,24.0,4.0,Exact,both
jordan bell,721913.0,2021,1.0,2.0,5.0,1.0,Exact,both
jordan bell,721913.0,2021,14.0,5.0,19.0,3.0,Exact,both
amir coffey,705429.0,2021,140.0,22.0,44.0,15.0,Exact,both
naji marshall,656132.0,2021,246.0,88.0,148.0,38.0,Exact,both
kyle guy,655519.0,2021,87.0,32.0,35.0,11.0,Exact,both
markus howard,652358.0,2021,105.0,18.0,21.0,18.0,Exact,both
skylar mays,648609.0,2021,124.0,30.0,35.0,9.0,Exact,both
mamadi diakite,645103.0,2021,44.0,8.0,34.0,3.0,Exact,both
nathan knight,637362.0,2021,124.0,8.0,72.0,15.0,Exact,both
jared harper,634313.0,2021,3.0,1.0,2.0,3.0,Exact,both
saben lee,629863.0,2021,267.0,174.0,97.0,55.0,Exact,both
jarrell brantley,622246.0,2021,64.0,15.0,27.0,8.0,Exact,both
jordan mclaughlin,613928.0,2021,256.0,193.0,108.0,51.0,Exact,both
rondae hollis-jefferson,612949.0,2021,27.0,13.0,26.0,2.0,Exact,both
reggie perry,596120.0,2021,78.0,14.0,73.0,15.0,Exact,both
cassius stanley,573625.0,2021,36.0,1.0,20.0,1.0,Exact,both
trent forrest,573625.0,2021,88.0,45.0,44.0,21.0,Exact,both
chris chiozza,547332.0,2021,88.0,65.0,24.0,16.0,Exact,both
grant riller,547332.0,2021,18.0,3.0,1.0,1.0,Exact,both
nate darling,547332.0,2021,9.0,1.0,1.0,1.0,Exact,both
devon dotson,547332.0,2021,23.0,7.0,5.0,0.0,Exact,both
adam mokoka,547332.0,2021,15.0,5.0,5.0,5.0,Exact,both
marques bolden,547332.0,2021,7.0,0.0,6.0,2.0,Exact,both
tyler bey,547332.0,2021,18.0,3.0,19.0,3.0,Exact,both
nate hinton,547332.0,2021,41.0,8.0,9.0,5.0,Exact,both
nico mannion,547332.0,2021,123.0,70.0,46.0,31.0,Exact,both
jay scrubb,547332.0,2021,35.0,1.0,14.0,7.0,Exact,both
devontae cacok,547332.0,2021,39.0,1.0,32.0,5.0,Exact,both
kostas antetokounmpo,547332.0,2021,12.0,1.0,19.0,11.0,Exact,both
killian tillie,547332.0,2021,57.0,8.0,24.0,2.0,Exact,both
sean mcdermott,547332.0,2021,39.0,4.0,19.0,4.0,Exact,both
jaylen adams,547332.0,2021,2.0,2.0,3.0,0.0,Exact,both
josh hall,547332.0,2021,86.0,28.0,59.0,25.0,Exact,both
ty-shon alexander,547332.0,2021,9.0,6.0,10.0,3.0,Exact,both
keljin blevins,547332.0,2021,12.0,4.0,10.0,5.0,Exact,both
keita bates-diop,547332.0,2021,79.0,12.0,49.0,7.0,Exact,both
quinndary weatherspoon,547332.0,2021,46.0,8.0,11.0,10.0,Exact,both
jalen harris,547332.0,2021,96.0,17.0,18.0,14.0,Exact,both
cassius winston,547332.0,2021,41.0,12.0,9.0,5.0,Exact,both
yogi ferrell,541280.0,2021,56.0,22.0,19.0,3.0,Exact,both
yogi ferrell,541280.0,2021,37.0,17.0,12.0,0.0,Exact,both
yogi ferrell,541280.0,2021,19.0,5.0,7.0,3.0,Exact,both
noah vonleh,521264.0,2021,0.0,1.0,1.0,2.0,Exact,both
mason jones,517387.0,2021,168.0,42.0,55.0,29.0,Exact,both
mason jones,517387.0,2021,16.0,3.0,4.0,1.0,Exact,both
mason jones,517387.0,2021,152.0,39.0,51.0,28.0,Exact,both
brodric thomas,502346.0,2021,125.0,30.0,53.0,22.0,Exact,both
brodric thomas,502346.0,2021,115.0,26.0,49.0,18.0,Exact,both
brodric thomas,502346.0,2021,10.0,4.0,4.0,4.0,Exact,both
andre roberson,501660.0,2021,6.0,4.0,15.0,2.0,Exact,both
donta hall,458563.0,2021,73.0,11.0,62.0,8.0,Exact,both
anzejs pasecniks,456152.0,2021,0.0,1.0,1.0,5.0,Exact,both
freddie gillespie,442403.0,2021,111.0,9.0,97.0,12.0,Exact,both
karim mane,419908.0,2021,11.0,4.0,14.0,3.0,Exact,both
will magnay,416159.0,2021,0.0,0.0,0.0,1.0,Exact,both
greg whittington,404912.0,2021,0.0,0.0,0.0,0.0,Exact,both
chasson randle,341144.0,2021,266.0,74.0,82.0,46.0,Exact,both
justin patton,326149.0,2021,70.0,14.0,49.0,4.0,Exact,both
gary payton ii,304507.0,2021,25.0,1.0,11.0,1.0,Exact,both
mike james,289619.0,2021,100.0,54.0,32.0,20.0,Exact,both
anthony lamb,262420.0,2021,133.0,23.0,70.0,19.0,Exact,both
justin robinson,241349.0,2021,21.0,9.0,7.0,2.0,Exact,both
axel toupane,239926.0,2021,14.0,4.0,6.0,0.0,Exact,both
henry ellenson,205938.0,2021,15.0,5.0,12.0,0.0,Exact,both
ashton hagans,202438.0,2021,0.0,0.0,0.0,1.0,Exact,both
isaiah thomas,194622.0,2021,23.0,5.0,4.0,6.0,Exact,both
armoni brooks,164964.0,2021,223.0,30.0,68.0,22.0,Exact,both
jordan bone,164949.0,2021,56.0,18.0,24.0,3.0,Exact,both
jaylen hoard,157465.0,2021,116.0,24.0,65.0,17.0,Exact,both
amida brimah,149967.0,2021,13.0,1.0,8.0,4.0,Exact,both
didi louzada,149967.0,2021,8.0,3.0,3.0,3.0,Exact,both
james nunnally,131221.0,2021,15.0,3.0,9.0,2.0,Exact,both
dakota mathias,104968.0,2021,48.0,13.0,7.0,1.0,Exact,both
malik fitts,74983.0,2021,3.0,0.0,3.0,0.0,Exact,both
jeremiah martin,71234.0,2021,22.0,4.0,7.0,6.0,Exact,both
louis king,59986.0,2021,44.0,9.0,18.0,4.0,Exact,both
cameron oliver,52489.0,2021,43.0,5.0,21.0,3.0,Exact,both
cam reynolds,40581.0,2021,15.0,2.0,5.0,0.0,Exact,both
cam reynolds,40581.0,2021,13.0,2.0,5.0,0.0,Exact,both
cam reynolds,40581.0,2021,2.0,0.0,0.0,0.0,Exact,both
elijah bryant,29993.0,2021,16.0,3.0,6.0,4.0,Exact,both
stephen curry,52938707.0,2022,1630.0,404.0,335.0,206.0,Exact,both
james harden,51238730.0,2022,1432.0,667.0,500.0,284.0,Exact,both
james harden,51238730.0,2022,442.0,220.0,149.0,72.0,Exact,both
james harden,51238730.0,2022,990.0,447.0,351.0,212.0,Exact,both
russell westbrook,51123449.0,2022,1441.0,550.0,580.0,295.0,Exact,both
kevin durant,48588451.0,2022,1643.0,351.0,407.0,191.0,Exact,both
lebron james,47619020.0,2022,1695.0,349.0,459.0,196.0,Exact,both
paul george,45496459.0,2022,754.0,176.0,213.0,126.0,Exact,both
giannis antetokounmpo,45496378.0,2022,2002.0,388.0,778.0,219.0,Exact,both
damian lillard,45496378.0,2022,695.0,212.0,120.0,83.0,Exact,both
klay thompson,43918911.0,2022,652.0,88.0,125.0,43.0,Exact,both
jimmy butler,41647244.0,2022,1219.0,312.0,336.0,121.0,Exact,both
tobias harris,41623828.0,2022,1257.0,252.0,496.0,116.0,Exact,both
khris middleton,41050337.0,2022,1325.0,358.0,356.0,190.0,Exact,both
anthony davis,40890021.0,2022,927.0,122.0,394.0,82.0,Exact,both
rudy gobert,40870904.0,2022,1027.0,72.0,968.0,119.0,Exact,both
kyrie irving,40852255.0,2022,796.0,167.0,127.0,73.0,Exact,both
kemba walker,40434514.0,2022,431.0,131.0,111.0,48.0,Exact,both
bradley beal,38996895.0,2022,928.0,265.0,189.0,135.0,Exact,both
pascal siakam,38164020.0,2022,1551.0,360.0,580.0,181.0,Exact,both
blake griffin,37472385.0,2022,359.0,105.0,228.0,31.0,Exact,both
karl-anthony towns,36599093.0,2022,1818.0,269.0,727.0,226.0,Exact,both
devin booker,36599093.0,2022,1822.0,329.0,342.0,162.0,Exact,both
andrew wiggins,36516749.0,2022,1256.0,161.0,325.0,111.0,Exact,both
joel embiid,36516749.0,2022,2079.0,284.0,796.0,214.0,Exact,both
kevin love,36145407.0,2022,1007.0,160.0,536.0,98.0,Exact,both
jrue holiday,36044894.0,2022,1225.0,457.0,301.0,183.0,Exact,both
cj mccollum,35689739.0,2022,1370.0,315.0,269.0,127.0,Exact,both
cj mccollum,35689739.0,2022,631.0,152.0,116.0,57.0,Exact,both
cj mccollum,35689739.0,2022,739.0,163.0,153.0,70.0,Exact,both
chris paul,35615504.0,2022,958.0,702.0,283.0,153.0,Exact,both
d'angelo russell,34706036.0,2022,1176.0,460.0,216.0,165.0,Exact,both
gordon hayward,34603699.0,2022,778.0,177.0,224.0,81.0,Exact,both
brandon ingram,34075017.0,2022,1246.0,307.0,320.0,151.0,Exact,both
jayson tatum,32497412.0,2022,2046.0,334.0,609.0,217.0,Exact,both
bam adebayo,32497412.0,2022,1068.0,190.0,564.0,148.0,Exact,both
de'aaron fox,32497412.0,2022,1367.0,330.0,231.0,168.0,Exact,both
donovan mitchell,32497412.0,2022,1733.0,358.0,282.0,200.0,Exact,both
al horford,31221383.0,2022,701.0,232.0,530.0,65.0,Exact,both
kyle lowry,31203029.0,2022,844.0,474.0,282.0,168.0,Exact,both
jaylen brown,30942620.0,2022,1559.0,231.0,404.0,178.0,Exact,both
demar derozan,30065035.0,2022,2118.0,374.0,392.0,181.0,Exact,both
draymond green,27783229.0,2022,346.0,320.0,336.0,139.0,Exact,both
buddy hield,26680677.0,2022,1265.0,229.0,353.0,153.0,Exact,both
buddy hield,26680677.0,2022,473.0,124.0,132.0,63.0,Exact,both
buddy hield,26680677.0,2022,792.0,105.0,221.0,90.0,Exact,both
john collins,26595993.0,2022,876.0,98.0,422.0,60.0,Exact,both
malcolm brogdon,25092741.0,2022,687.0,212.0,185.0,77.0,Exact,both
mike conley,24283298.0,2022,986.0,385.0,217.0,123.0,Exact,both
gary harris,24204831.0,2022,679.0,108.0,122.0,61.0,Exact,both
danilo gallinari,23676215.0,2022,771.0,101.0,308.0,38.0,Exact,both
harrison barnes,23455458.0,2022,1265.0,186.0,432.0,118.0,Exact,both
jerami grant,23129841.0,2022,904.0,111.0,191.0,85.0,Exact,both
jarrett allen,23126950.0,2022,904.0,92.0,602.0,94.0,Exact,both
julius randle,22895681.0,2022,1447.0,370.0,716.0,245.0,Exact,both
fred vanvleet,22752208.0,2022,1320.0,434.0,289.0,170.0,Exact,both
zach lavine,22548776.0,2022,1635.0,303.0,308.0,171.0,Exact,both
goran dragic,22374060.0,2022,157.0,86.0,65.0,34.0,Exact,both
goran dragic,22374060.0,2022,117.0,77.0,51.0,33.0,Exact,both
goran dragic,22374060.0,2022,40.0,9.0,14.0,1.0,Exact,both
spencer dinwiddie,22334024.0,2022,919.0,346.0,279.0,104.0,Exact,both
spencer dinwiddie,22334024.0,2022,363.0,90.0,72.0,31.0,Exact,both
spencer dinwiddie,22334024.0,2022,556.0,256.0,207.0,73.0,Exact,both
lonzo ball,21513442.0,2022,455.0,178.0,190.0,82.0,Exact,both
domantas sabonis,21392429.0,2022,1171.0,323.0,752.0,195.0,Exact,both
domantas sabonis,21392429.0,2022,283.0,87.0,185.0,52.0,Exact,both
domantas sabonis,21392429.0,2022,888.0,236.0,567.0,143.0,Exact,both
eric gordon,21067285.0,2022,765.0,154.0,113.0,107.0,Exact,both
eric bledsoe,20958799.0,2022,534.0,225.0,182.0,116.0,Exact,both
myles turner,20814255.0,2022,540.0,44.0,297.0,54.0,Exact,both
terry rozier,20704706.0,2022,1408.0,326.0,315.0,96.0,Exact,both
ricky rubio,20582986.0,2022,445.0,225.0,141.0,90.0,Exact,both
clint capela,20355703.0,2022,820.0,92.0,877.0,44.0,Exact,both
caris levert,20236081.0,2022,728.0,173.0,150.0,75.0,Exact,both
caris levert,20236081.0,2022,986.0,248.0,214.0,108.0,Exact,both
caris levert,20236081.0,2022,258.0,75.0,64.0,33.0,Exact,both
joe harris,20070889.0,2022,158.0,14.0,56.0,16.0,Exact,both
evan fournier,19823100.0,2022,1125.0,171.0,210.0,105.0,Exact,both
steven adams,19742519.0,2022,528.0,256.0,760.0,115.0,Exact,both
markelle fultz,19079734.0,2022,195.0,99.0,49.0,40.0,Exact,both
aaron gordon,18974611.0,2022,1126.0,188.0,439.0,133.0,Exact,both
og anunoby,18584157.0,2022,822.0,125.0,264.0,80.0,Exact,both
davis bertans,18501560.0,2022,311.0,31.0,117.0,19.0,Exact,both
davis bertans,18501560.0,2022,117.0,15.0,56.0,5.0,Exact,both
davis bertans,18501560.0,2022,194.0,16.0,61.0,14.0,Exact,both
lauri markkanen,18144143.0,2022,900.0,81.0,345.0,54.0,Exact,both
derrick white,18129876.0,2022,992.0,366.0,261.0,119.0,Exact,both
derrick white,18129876.0,2022,286.0,92.0,88.0,32.0,Exact,both
derrick white,18129876.0,2022,706.0,274.0,173.0,87.0,Exact,both
duncan robinson,18096838.0,2022,863.0,129.0,203.0,60.0,Exact,both
will barton,18067930.0,2022,1043.0,276.0,340.0,127.0,Exact,both
norman powell,17943324.0,2022,853.0,96.0,145.0,69.0,Exact,both
norman powell,17943324.0,2022,107.0,14.0,14.0,7.0,Exact,both
norman powell,17943324.0,2022,746.0,82.0,131.0,62.0,Exact,both
dejounte murray,17841147.0,2022,1438.0,627.0,563.0,180.0,Exact,both
malik beasley,16757746.0,2022,953.0,116.0,227.0,43.0,Exact,both
patrick beverley,16560038.0,2022,533.0,268.0,240.0,73.0,Exact,both
thaddeus young,16408571.0,2022,158.0,59.0,93.0,30.0,Exact,both
thaddeus young,16408571.0,2022,322.0,104.0,208.0,52.0,Exact,both
thaddeus young,16408571.0,2022,164.0,45.0,115.0,22.0,Exact,both
marcus smart,16003023.0,2022,861.0,417.0,270.0,159.0,Exact,both
doug mcdermott,15899778.0,2022,578.0,64.0,115.0,43.0,Exact,both
christian wood,15803416.0,2022,1218.0,155.0,686.0,126.0,Exact,both
derrick rose,15547231.0,2022,311.0,103.0,78.0,39.0,Exact,both
luke kennard,15434611.0,2022,833.0,146.0,229.0,60.0,Exact,both
taurean prince,15419171.0,2022,502.0,68.0,174.0,53.0,Exact,both
brook lopez,15382110.0,2022,161.0,6.0,53.0,12.0,Exact,both
kentavious caldwell-pope,15077455.0,2022,1018.0,145.0,261.0,97.0,Exact,both
joe ingles,15074567.0,2022,325.0,158.0,131.0,46.0,Exact,both
kyle kuzma,15032517.0,2022,1130.0,233.0,561.0,169.0,Exact,both
robert covington,15004153.0,2022,604.0,92.0,391.0,75.0,Exact,both
robert covington,15004153.0,2022,239.0,24.0,117.0,17.0,Exact,both
robert covington,15004153.0,2022,365.0,68.0,274.0,58.0,Exact,both
deandre ayton,14608080.0,2022,997.0,84.0,593.0,91.0,Exact,both
terrence ross,14454344.0,2022,629.0,116.0,161.0,75.0,Exact,both
jordan clarkson,14361836.0,2022,1266.0,194.0,273.0,129.0,Exact,both
dillon brooks,14107439.0,2022,590.0,88.0,102.0,50.0,Exact,both
kelly olynyk,14101799.0,2022,365.0,111.0,177.0,58.0,Exact,both
nicolas batum,13907389.0,2022,491.0,100.0,254.0,40.0,Exact,both
josh hart,13876170.0,2022,807.0,224.0,388.0,114.0,Exact,both
josh hart,13876170.0,2022,259.0,56.0,70.0,33.0,Exact,both
josh hart,13876170.0,2022,548.0,168.0,318.0,81.0,Exact,both
josh richardson,13431355.0,2022,666.0,115.0,185.0,66.0,Exact,both
josh richardson,13431355.0,2022,239.0,49.0,60.0,27.0,Exact,both
josh richardson,13431355.0,2022,427.0,66.0,125.0,39.0,Exact,both
deandre jordan,12846241.0,2022,132.0,13.0,172.0,21.0,Exact,both
deandre jordan,12846241.0,2022,206.0,21.0,264.0,37.0,Exact,both
deandre jordan,12846241.0,2022,74.0,8.0,92.0,16.0,Exact,both
dwight powell,12812475.0,2022,717.0,97.0,404.0,64.0,Exact,both
jeremy lamb,12141649.0,2022,410.0,81.0,154.0,37.0,Exact,both
jeremy lamb,12141649.0,2022,134.0,30.0,60.0,13.0,Exact,both
jeremy lamb,12141649.0,2022,276.0,51.0,94.0,24.0,Exact,both
reggie jackson,12008090.0,2022,1263.0,359.0,271.0,173.0,Exact,both
richaun holmes,12008090.0,2022,468.0,48.0,317.0,56.0,Exact,both
anthony edwards,11847335.0,2022,1533.0,275.0,343.0,190.0,Exact,both
cade cunningham,11621431.0,2022,1114.0,356.0,354.0,234.0,Exact,both
danny green,11563475.0,2022,366.0,64.0,157.0,45.0,Exact,both
tomas satoransky,11563475.0,2022,198.0,184.0,126.0,46.0,Exact,both
tomas satoransky,11563475.0,2022,107.0,108.0,61.0,23.0,Exact,both
tomas satoransky,11563475.0,2022,3.0,0.0,1.0,0.0,Exact,both
tomas satoransky,11563475.0,2022,88.0,76.0,64.0,23.0,Exact,both
tristan thompson,11501738.0,2022,344.0,34.0,288.0,45.0,Exact,both
tristan thompson,11501738.0,2022,130.0,14.0,109.0,12.0,Exact,both
tristan thompson,11501738.0,2022,29.0,2.0,18.0,4.0,Exact,both
tristan thompson,11501738.0,2022,185.0,18.0,161.0,29.0,Exact,both
kyle anderson,11490798.0,2022,521.0,183.0,368.0,71.0,Exact,both
montrezl harrell,11240738.0,2022,932.0,145.0,431.0,72.0,Exact,both
montrezl harrell,11240738.0,2022,285.0,49.0,122.0,22.0,Exact,both
montrezl harrell,11240738.0,2022,647.0,96.0,309.0,50.0,Exact,both
serge ibaka,11240738.0,2022,133.0,13.0,100.0,10.0,Exact,both
serge ibaka,11240738.0,2022,232.0,36.0,150.0,33.0,Exact,both
serge ibaka,11240738.0,2022,365.0,49.0,250.0,43.0,Exact,both
derrick favors,11240738.0,2022,206.0,25.0,184.0,9.0,Exact,both
jae crowder,11240738.0,2022,632.0,124.0,354.0,55.0,Exact,both
ja morant,11104821.0,2022,1564.0,384.0,325.0,196.0,Exact,both
alec burks,11026930.0,2022,944.0,239.0,397.0,91.0,Exact,both
talen horton-tucker,10985301.0,2022,597.0,159.0,193.0,82.0,Exact,both
mason plumlee,10694287.0,2022,477.0,226.0,565.0,100.0,Exact,both
jalen green,10397969.0,2022,1157.0,176.0,226.0,135.0,Exact,both
de'anthony melton,10182768.0,2022,791.0,194.0,328.0,112.0,Exact,both
nerlens noel,10175858.0,2022,85.0,23.0,141.0,20.0,Exact,both
royce o'neale,10175858.0,2022,570.0,191.0,368.0,79.0,Exact,both
maxi kleber,10118040.0,2022,411.0,68.0,350.0,47.0,Exact,both
jakob poeltl,10118040.0,2022,915.0,189.0,634.0,109.0,Exact,both
thomas bryant,10021679.0,2022,201.0,23.0,108.0,19.0,Exact,both
rj barrett,9972248.0,2022,1402.0,208.0,408.0,151.0,Exact,both
alex caruso,9944588.0,2022,304.0,165.0,148.0,57.0,Exact,both
delon wright,9859384.0,2022,342.0,188.0,220.0,45.0,Exact,both
tyus jones,9685897.0,2022,632.0,324.0,176.0,46.0,Exact,both
trae young,9628294.0,2022,2155.0,737.0,284.0,303.0,Exact,both
daniel theis,9574963.0,2022,384.0,41.0,228.0,46.0,Exact,both
daniel theis,9574963.0,2022,166.0,21.0,98.0,15.0,Exact,both
daniel theis,9574963.0,2022,218.0,20.0,130.0,31.0,Exact,both
lamelo ball,9518775.0,2022,1508.0,571.0,501.0,245.0,Exact,both
seth curry,9490743.0,2022,960.0,230.0,200.0,109.0,Exact,both
seth curry,9490743.0,2022,284.0,49.0,49.0,25.0,Exact,both
seth curry,9490743.0,2022,676.0,181.0,151.0,84.0,Exact,both
jamychal green,9482049.0,2022,432.0,59.0,281.0,57.0,Exact,both
cedi osman,9404960.0,2022,709.0,135.0,146.0,67.0,Exact,both
evan mobley,9337691.0,2022,1034.0,174.0,570.0,133.0,Exact,both
de'andre hunter,8991064.0,2022,709.0,68.0,176.0,69.0,Exact,both
mo bamba,8752097.0,2022,756.0,85.0,572.0,77.0,Exact,both
ivica zubac,8694019.0,2022,785.0,120.0,644.0,114.0,Exact,both
rajon rondo,8672605.0,2022,186.0,170.0,108.0,68.0,Exact,both
rajon rondo,8672605.0,2022,131.0,103.0,59.0,34.0,Exact,both
rajon rondo,8672605.0,2022,55.0,67.0,49.0,34.0,Exact,both
patrick williams,8582411.0,2022,153.0,15.0,69.0,16.0,Exact,both
cory joseph,8452900.0,2022,521.0,237.0,174.0,85.0,Exact,both
scottie barnes,8418672.0,2022,1134.0,256.0,557.0,136.0,Exact,both
darius garland,8141704.0,2022,1473.0,583.0,224.0,248.0,Exact,both
chris boucher,8117559.0,2022,754.0,25.0,494.0,42.0,Exact,both
zach collins,8094432.0,2022,218.0,61.0,153.0,45.0,Exact,both
isaac okoro,7771488.0,2022,588.0,121.0,201.0,58.0,Exact,both
jalen suggs,7623706.0,2022,564.0,209.0,171.0,143.0,Exact,both
cameron payne,7516258.0,2022,626.0,282.0,175.0,103.0,Exact,both
jarrett culver,7395027.0,2022,130.0,33.0,48.0,20.0,Exact,both
khem birch,7342806.0,2022,247.0,56.0,239.0,29.0,Exact,both
collin sexton,7342426.0,2022,176.0,23.0,36.0,31.0,Exact,both
onyeka okongwu,7058669.0,2022,392.0,53.0,283.0,44.0,Exact,both
justin holiday,6945508.0,2022,749.0,128.0,190.0,70.0,Exact,both
justin holiday,6945508.0,2022,208.0,38.0,55.0,21.0,Exact,both
justin holiday,6945508.0,2022,541.0,90.0,135.0,49.0,Exact,both
josh giddey,6924209.0,2022,674.0,345.0,421.0,171.0,Exact,both
rudy gay,6810886.0,2022,446.0,56.0,242.0,47.0,Exact,both
coby white,6750479.0,2022,772.0,176.0,182.0,70.0,Exact,both
killian hayes,6443954.0,2022,453.0,277.0,210.0,111.0,Exact,both
mikal bridges,6426661.0,2022,1162.0,185.0,347.0,68.0,Exact,both
shai gilgeous-alexander,6354744.0,2022,1371.0,331.0,278.0,154.0,Exact,both
jonathan kuminga,6321011.0,2022,652.0,64.0,234.0,74.0,Exact,both
miles bridges,6269130.0,2022,1613.0,300.0,559.0,150.0,Exact,both
jaxson hayes,6184470.0,2022,654.0,43.0,315.0,54.0,Exact,both
pat connaughton,6167187.0,2022,645.0,82.0,273.0,35.0,Exact,both
